BeanCount,amplitude_envelope,rms_db,spectral_flux,onset_strength,ioi_s,shake_rate_bpm
32,1.2702525e-18,-80.0,0.0,0.0,0.058823533,1125.0
32,7.503747e-16,-80.0,0.0,0.0,0.058823533,1125.0
32,2.1002277e-15,-80.0,0.0,0.0,0.058823533,1125.0
32,1.8856097e-15,-80.0,0.0,0.0,0.058823533,1125.0
32,7.8562015e-17,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,2.6372324e-15,-80.0,0.0,0.0,0.058823533,1125.0
32,2.019687e-14,-80.0,0.0,0.0,0.058823533,1125.0
32,3.1312074e-14,-80.0,0.0,0.0,0.058823533,1125.0
32,1.084796e-14,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,3.5361852e-16,-80.0,0.0,0.0,0.058823533,1125.0
32,1.395913e-13,-80.0,0.0,0.0,0.058823533,1125.0
32,3.8434807e-13,-80.0,0.0,0.0,0.058823533,1125.0
32,3.400107e-13,-80.0,0.0,0.0,0.058823533,1125.0
32,1.2811968e-14,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,5.0071503e-13,-80.0,0.0,0.0,0.058823533,1125.0
32,3.7170883e-12,-80.0,0.0,0.0,0.058823533,1125.0
32,5.6982817e-12,-80.0,0.0,0.0,0.058823533,1125.0
32,1.9209872e-12,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,9.1470336e-14,-80.0,0.0,0.0,0.058823533,1125.0
32,2.5958236e-11,-80.0,0.0,0.0,0.058823533,1125.0
32,7.0329645e-11,-80.0,0.0,0.0,0.058823533,1125.0
32,6.1291354e-11,-80.0,0.0,0.0,0.058823533,1125.0
32,2.07523e-12,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,9.4992895e-11,-80.0,0.0,0.0,0.058823533,1125.0
32,6.840044e-10,-80.0,0.0,0.0,0.058823533,1125.0
32,1.0368522e-09,-80.0,0.0,0.0,0.058823533,1125.0
32,3.399928e-10,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,2.2463508e-11,-80.0,0.0,0.0,0.058823533,1125.0
32,4.8252824e-09,-80.0,0.0,0.0,0.058823533,1125.0
32,1.2867796e-08,-80.0,0.0,0.0,0.058823533,1125.0
32,1.1045454e-08,-80.0,0.0,0.0,0.058823533,1125.0
32,3.3376824e-10,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,1.8037632e-08,-80.0,0.0,0.0,0.058823533,1125.0
32,1.259253e-07,-80.0,0.0,0.0,0.058823533,1125.0
32,1.8869835e-07,-80.0,0.0,0.0,0.058823533,1125.0
32,6.0060174e-08,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,3.1143987e-09,-80.0,0.0,0.0,0.058823533,1125.0
32,8.5097946e-07,-80.0,0.0,0.0,0.058823533,1125.0
32,2.2562742e-06,-80.0,0.0,0.0,0.058823533,1125.0
32,1.8320288e-06,-80.0,0.0,0.0,0.058823533,1125.0
32,3.0342008e-08,-80.0,0.0,0.0,0.058823533,1125.0
32,0.0,-80.0,0.0,0.0,0.058823533,1125.0
32,6.201418e-08,-80.0,0.0,0.0,0.058823533,1125.0
32,1.622841e-05,-80.0,6.427623e-06,0.0,0.058823533,1125.0
32,6.4429434e-05,-80.0,9.1948976e-05,0.0,0.058823533,1125.0
32,0.00013724223,-77.611824,0.000134746,0.0,0.058823533,1125.0
32,0.00022208373,-73.60882,0.00013363197,0.010583572,0.058823533,1125.0
32,0.0003028491,-71.13162,0.00017533953,0.009064702,0.058823533,1125.0
32,0.00036975677,-69.3758,0.00020548083,0.036984988,0.058823533,1125.0
32,0.0004244736,-68.24072,0.00023580085,0.04340124,0.058823533,1125.0
32,0.00047391077,-66.67986,0.00028697515,0.031852227,0.058823533,1125.0
32,0.0005222868,-65.685524,0.00031886078,0.043767802,0.058823533,1125.0
32,0.0005713895,-65.095276,0.00031917143,0.04946122,0.058823533,1125.0
32,0.00062115624,-64.50509,0.0003445426,0.1012961,0.058823533,1125.0
32,0.0006663723,-63.432194,0.0003185691,0.058540087,0.058823533,1125.0
32,0.00070015667,-63.42275,0.00030647605,0.051884517,0.058823533,1125.0
32,0.00072155555,-62.806347,0.00037754702,0.05716821,0.058823533,1125.0
32,0.0007321427,-62.845654,0.0003842073,0.07052455,0.058823533,1125.0
32,0.0007362392,-62.379078,0.00032894136,0.07650734,0.058823533,1125.0
32,0.00074873556,-62.37756,0.00039931058,0.06872624,0.058823533,1125.0
32,0.0007838204,-62.674526,0.00037855527,0.07367029,0.058823533,1125.0
32,0.00083006715,-62.312916,0.0003907739,0.09143952,0.058823533,1125.0
32,0.000850351,-61.332783,0.00038822825,0.04410513,0.058823533,1125.0
32,0.0008195778,-61.41496,0.0003353953,0.09342203,0.058823533,1125.0
32,0.00075602316,-62.111454,0.00033463558,0.04726183,0.058823533,1125.0
32,0.00070070656,-63.05009,0.00030216228,0.06839208,0.058823533,1125.0
32,0.0006771034,-63.197277,0.00035924045,0.035263028,0.058823533,1125.0
32,0.00068515056,-63.06515,0.00032914395,0.07202877,0.058823533,1125.0
32,0.00071864744,-62.48881,0.00033436745,0.031015191,0.058823533,1125.0
32,0.00077500107,-62.464764,0.00045413207,0.052410346,0.058823533,1125.0
32,0.0008529082,-62.093403,0.00038160142,0.10341023,0.058823533,1125.0
32,0.0009367831,-61.206577,0.00046604386,0.059246395,0.058823533,1125.0
32,0.0009947857,-59.96638,0.00058234535,0.10061833,0.058823533,1125.0
32,0.001011151,-59.701046,0.0004985632,0.100876436,0.058823533,1125.0
32,0.0010046592,-60.183018,0.00045826676,0.080588415,0.058823533,1125.0
32,0.0009952525,-60.13962,0.00054654543,0.09099573,0.058823533,1125.0
32,0.0009755531,-60.024952,0.0005698606,0.08711954,0.058823533,1125.0
32,0.0009348447,-60.29971,0.00035962582,0.1460087,0.058823533,1125.0
32,0.00088790234,-60.769344,0.00036017946,0.040275004,0.058823533,1125.0
32,0.0008621122,-61.282543,0.00046372242,0.045827072,0.058823533,1125.0
32,0.0008672366,-61.23808,0.0004191713,0.08963062,0.058823533,1125.0
32,0.00088613137,-60.927456,0.00043611837,0.07061498,0.058823533,1125.0
32,0.0008979128,-60.910755,0.00043809367,0.07555191,0.058823533,1125.0
32,0.0009081178,-60.50278,0.00040480847,0.08734023,0.058823533,1125.0
32,0.0009407072,-61.024593,0.00037618776,0.06920395,0.058823533,1125.0
32,0.0010045225,-60.31634,0.00042404584,0.060894594,0.058823533,1125.0
32,0.0010778802,-59.563297,0.00044156294,0.068282485,0.058823533,1125.0
32,0.0011250224,-59.441624,0.0004737397,0.078929804,0.058823533,1125.0
32,0.0011253793,-58.790966,0.0005553759,0.088776715,0.058823533,1125.0
32,0.0010902795,-58.965954,0.00052474625,0.06973626,0.058823533,1125.0
32,0.0010593674,-59.104336,0.0004661161,0.079824045,0.058823533,1125.0
32,0.0010662148,-59.87942,0.0005571201,0.085939884,0.058823533,1125.0
32,0.0010980518,-58.974277,0.0005159681,0.09257864,0.058823533,1125.0
32,0.0011131404,-58.79974,0.00059145543,0.07141646,0.058823533,1125.0
32,0.0011068598,-58.53819,0.00045392348,0.10317868,0.058823533,1125.0
32,0.0011426843,-58.88101,0.0005431046,0.047736652,0.058823533,1125.0
32,0.001315703,-57.37984,0.00065866095,0.061803497,0.058823533,1125.0
