BeanCount,rms_db,shake_rate_bpm
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-80.0,1125.0
32,-77.611824,1125.0
32,-73.60882,1125.0
32,-71.13162,1125.0
32,-69.3758,1125.0
32,-68.24072,1125.0
32,-66.67986,1125.0
32,-65.685524,1125.0
32,-65.095276,1125.0
32,-64.50509,1125.0
32,-63.432194,1125.0
32,-63.42275,1125.0
32,-62.806347,1125.0
32,-62.845654,1125.0
32,-62.379078,1125.0
32,-62.37756,1125.0
32,-62.674526,1125.0
32,-62.312916,1125.0
32,-61.332783,1125.0
32,-61.41496,1125.0
32,-62.111454,1125.0
32,-63.05009,1125.0
32,-63.197277,1125.0
32,-63.06515,1125.0
32,-62.48881,1125.0
32,-62.464764,1125.0
32,-62.093403,1125.0
32,-61.206577,1125.0
32,-59.96638,1125.0
32,-59.701046,1125.0
32,-60.183018,1125.0
32,-60.13962,1125.0
32,-60.024952,1125.0
32,-60.29971,1125.0
32,-60.769344,1125.0
32,-61.282543,1125.0
32,-61.23808,1125.0
32,-60.927456,1125.0
32,-60.910755,1125.0
32,-60.50278,1125.0
32,-61.024593,1125.0
32,-60.31634,1125.0
32,-59.563297,1125.0
32,-59.441624,1125.0
32,-58.790966,1125.0
32,-58.965954,1125.0
32,-59.104336,1125.0
32,-59.87942,1125.0
32,-58.974277,1125.0
32,-58.79974,1125.0
32,-58.53819,1125.0
32,-58.88101,1125.0
32,-57.37984,1125.0
32,-56.643986,1125.0
32,-55.029392,1125.0
32,-51.302372,1125.0
32,-50.24628,1125.0
32,-50.18408,1125.0
32,-52.58576,1000.0
32,-52.439503,899.99994
32,-49.698555,818.1818
32,-48.793083,750.0
32,-48.936222,710.52637
32,-50.448383,675.0
32,-51.268787,642.8571
32,-49.60806,613.63635
32,-49.136112,586.95654
32,-48.980656,562.5
32,-50.166935,507.04227
32,-51.730312,461.53848
32,-52.101254,423.52942
32,-52.20857,391.30435
32,-52.22961,363.63635
32,-51.290775,339.62265
32,-50.233738,318.58408
32,-48.128597,300.0
32,-46.568714,304.05405
32,-46.08905,308.21918
32,-46.294548,312.5
32,-47.20361,316.9014
32,-47.85172,321.42856
32,-48.75551,326.08694
32,-50.227753,330.88235
32,-51.108047,335.8209
32,-51.4994,340.9091
32,-51.739986,346.15384
32,-51.270535,351.5625
32,-50.487938,357.14285
32,-48.259274,362.90323
32,-42.99717,368.85248
32,-40.006676,375.0
32,-39.04762,375.0
32,-38.643078,375.0
32,-39.85152,375.0
32,-40.532986,375.0
32,-42.198334,375.0
32,-43.865643,375.0
32,-45.431248,375.0
32,-47.75263,375.0
32,-48.6864,375.0
32,-47.048035,375.0
32,-41.82977,375.0
32,-36.525127,375.0
32,-34.028004,382.97873
32,-32.76333,391.30435
32,-32.601925,399.99997
32,-33.154278,409.0909
32,-34.408657,418.60464
32,-36.5293,428.57144
32,-39.70411,439.02438
32,-41.56081,449.99997
32,-41.489742,461.53848
32,-38.705746,473.6842
32,-36.079613,486.48648
32,-33.029995,500.0
32,-30.75103,525.974
32,-29.954353,554.7945
32,-29.888905,586.95654
32,-30.828945,623.0769
32,-32.051044,663.9344
32,-33.39967,710.52637
32,-28.252983,764.15094
32,-25.091984,826.5306
32,-21.062313,899.99994
32,-19.66304,750.0
32,-18.344734,642.8571
32,-14.070857,562.5
32,-14.122073,500.0
32,-14.257743,449.99997
32,-20.095737,473.6842
32,-22.775013,500.0
32,-23.951118,529.41174
32,-24.55029,562.5
32,-23.866611,600.0
32,-22.146034,642.8571
32,-20.274986,692.3077
32,-14.640109,750.0
32,-13.305926,818.1818
32,-13.150323,899.99994
32,-15.143048,725.80646
32,-17.247536,608.1081
32,-12.374656,523.25586
32,-9.950757,459.18365
32,-8.595672,409.0909
32,-6.9285955,419.49155
32,-8.068496,430.43478
32,-8.698001,441.96426
32,-10.67393,454.12845
32,-13.757222,466.98114
32,-15.224156,480.58252
32,-17.34177,495.0
32,-19.152473,510.30927
32,-17.437054,526.5957
32,-11.874633,543.95605
32,-7.9064894,562.5
32,-6.3075914,553.8461
32,-5.2307844,545.4545
32,-6.0689535,537.3134
32,-8.420222,529.41174
