BeanCount,rms_db,shake_rate_bpm
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-80.0,562.5
512,-39.538315,562.5
512,-35.225754,562.5
512,-27.441896,537.3134
512,-25.997942,514.2857
512,-25.783625,493.15067
512,-26.457182,473.6842
512,-21.89741,455.69623
512,-15.740162,439.02438
512,-11.899887,423.52942
512,-10.361048,409.0909
512,-10.530724,434.2105
512,-10.9135,462.61685
512,-12.915293,495.0
512,-14.990938,532.25806
512,-19.242113,575.5814
512,-23.623945,626.5823
512,-28.016836,687.5
512,-28.378027,761.53845
512,-25.386194,853.4483
512,-23.906656,970.5882
512,-23.214487,1125.0
512,-24.570936,1200.0
512,-18.143772,1285.7142
512,-17.68426,1384.6154
512,-16.654705,1500.0
512,-15.10623,750.0
512,-11.882111,500.0
512,-10.1630535,375.0
512,-8.617262,355.26318
512,-8.214197,337.5
512,-9.2700615,321.42856
512,-10.292719,306.81818
512,-19.780912,293.47827
512,-23.064226,281.25
512,-23.90296,270.0
512,-24.47032,259.6154
512,-25.138525,250.0
512,-21.2054,241.07143
512,-19.814573,232.75862
512,-14.163973,224.99998
512,-13.51503,231.95877
512,-11.241907,239.3617
512,-11.484825,247.25275
512,-11.123449,255.68182
512,-11.3480015,264.70587
512,-7.9911366,274.39023
512,-5.432417,284.81012
512,-4.37751,296.0526
512,-4.0196285,308.21918
512,-5.588005,321.42856
512,-7.654272,335.8209
512,-10.605434,351.5625
512,-17.26007,368.85248
512,-20.486017,387.93106
512,-22.849157,409.0909
512,-26.097403,432.69232
512,-28.785608,459.18365
512,-22.038145,489.13043
512,-18.669558,523.25586
512,-15.396181,562.5
512,-14.609381,480.0
512,-13.402695,418.60464
512,-12.348677,371.13403
512,-12.02964,333.3333
512,-12.189508,302.521
512,-10.401585,276.92307
