BeanCount,rms_db,shake_rate_bpm
256,-33.08009,225.24635
256,-22.655529,225.24635
256,-17.360989,225.24635
256,-15.954078,225.24635
256,-14.032329,225.24635
256,-12.088868,225.24635
256,-10.196284,225.24635
256,-8.954917,225.24635
256,-9.029843,225.24635
256,-10.093066,224.8169
256,-11.429593,216.30267
256,-12.297069,208.40979
256,-11.099278,201.07268
256,-11.1712885,194.2346
256,-10.667155,187.84631
256,-12.156295,181.86487
256,-13.625075,176.2526
256,-17.408272,170.97633
256,-19.861134,166.00679
256,-23.0307,161.31796
256,-22.83112,156.88675
256,-22.449612,152.69246
256,-22.68523,148.71658
256,-21.506207,144.94252
256,-21.628654,141.35527
256,-18.452473,137.94128
256,-16.756413,134.68832
256,-14.232839,131.58525
256,-12.734302,128.62193
256,-12.204221,126.090904
256,-12.199992,127.62742
256,-13.954757,129.20186
256,-16.51899,130.81561
256,-21.032219,132.4702
256,-23.380337,134.16718
256,-23.22905,135.90819
256,-22.684395,137.69499
256,-21.425571,139.52939
256,-18.959362,141.41333
256,-18.198353,143.34885
256,-17.237236,145.33807
256,-17.782036,147.38329
256,-18.738083,149.4869
256,-19.88607,151.6514
256,-20.108635,153.87952
256,-17.838703,156.17409
256,-17.225376,158.53812
256,-16.699318,160.97482
256,-18.645508,163.4876
256,-19.975082,166.08006
256,-22.997295,168.75609
256,-23.390907,171.51974
256,-23.614262,174.37544
256,-21.536892,177.32782
256,-19.025406,180.38191
256,-17.746452,183.54303
256,-16.990025,186.81693
256,-17.567589,190.20975
256,-17.725426,193.72807
256,-17.848454,197.37901
256,-17.119648,201.1702
256,-17.69128,205.10991
256,-12.727355,209.20699
256,-10.549609,213.47107
256,-9.416064,217.9126
256,-9.493386,221.40385
256,-11.315097,222.87062
256,-13.127913,224.35695
256,-14.247354,225.86325
256,-16.334484,227.38988
256,-18.73463,228.93733
256,-17.506813,230.50595
256,-14.3081045,232.09624
256,-13.171123,233.7086
256,-12.670369,235.34355
256,-11.325009,237.00151
256,-10.6655,238.68301
256,-10.741563,240.38853
256,-12.345099,242.11862
256,-15.780263,243.87378
256,-17.189266,245.65457
256,-12.281852,247.46153
256,-10.191674,249.2953
256,-8.362529,251.15646
256,-8.566901,253.04561
256,-7.597022,254.9634
256,-7.96741,253.31049
256,-8.67706,251.60623
256,-9.702022,249.92476
256,-14.086137,248.26561
256,-13.881982,246.62834
256,-13.984927,245.01254
256,-13.610652,243.41776
256,-12.734048,241.84361
256,-11.695149,240.28969
256,-10.093169,238.75562
256,-10.64709,237.24098
256,-12.323428,235.74548
256,-14.051417,234.26868
256,-13.299148,232.8103
256,-11.778739,231.36993
256,-8.6973715,229.94731
256,-6.340419,228.54207
256,-5.958066,227.5804
256,-6.3323603,227.47948
256,-8.133868,227.37863
256,-10.269488,227.2779
256,-14.561854,227.17723
