BeanCount,amplitude_envelope
1024,0.00975253
1024,0.0091663115
1024,0.011625842
1024,0.013915327
1024,0.008761319
1024,0.0027994814
1024,0.007142227
1024,0.02368026
1024,0.03065819
1024,0.019027583
1024,0.011102915
1024,0.01173991
1024,0.008650289
1024,0.0064275675
1024,0.008561058
1024,0.01207653
1024,0.020114845
1024,0.026267704
1024,0.020511597
1024,0.01339902
1024,0.011162466
1024,0.007661898
1024,0.00505441
1024,0.0048097433
1024,0.0010385867
1024,0.006457267
1024,0.044168677
1024,0.06864544
1024,0.04396505
1024,0.02014182
1024,0.015960013
1024,0.012682445
1024,0.010978466
1024,0.023292772
1024,0.04398175
1024,0.04864282
1024,0.034959156
1024,0.026107825
1024,0.024616778
1024,0.023629902
1024,0.019264493
1024,0.01421217
1024,0.011067875
1024,0.006919352
1024,0.028258843
1024,0.08319398
1024,0.098321855
1024,0.060569227
1024,0.033209976
1024,0.023783876
1024,0.017681053
1024,0.019501844
1024,0.032495253
1024,0.050328627
1024,0.056944944
1024,0.042636514
1024,0.02592685
1024,0.019283725
1024,0.0152584445
1024,0.010859083
1024,0.0063583218
1024,0.008670947
1024,0.03581604
1024,0.07569789
1024,0.08053016
1024,0.048584867
1024,0.025858581
1024,0.019010032
1024,0.015003055
1024,0.014193794
1024,0.019101614
1024,0.027724914
1024,0.036119662
1024,0.038596287
1024,0.034291208
1024,0.026731879
1024,0.018877348
1024,0.0118309995
1024,0.009448392
1024,0.007486898
1024,0.010628939
1024,0.037930842
1024,0.07439562
1024,0.079868026
1024,0.051905137
1024,0.027036186
1024,0.01908172
1024,0.016874801
1024,0.022551673
1024,0.03892345
1024,0.047655698
1024,0.040123373
1024,0.030477166
1024,0.027876163
1024,0.027043426
1024,0.019978618
1024,0.012441923
1024,0.00843756
1024,0.0055849287
1024,0.0272571
1024,0.08812997
1024,0.12207566
1024,0.08542322
1024,0.04368332
1024,0.029328497
1024,0.023139285
1024,0.02772899
1024,0.049476
1024,0.06612278
1024,0.058802955
1024,0.046915624
1024,0.04120772
1024,0.031743374
1024,0.019484768
1024,0.014870968
1024,0.00985561
1024,0.0046118028
1024,0.04627729
1024,0.1270863
1024,0.13216223
1024,0.067274205
1024,0.031792864
1024,0.026083883
1024,0.020679625
1024,0.024353493
1024,0.043461
1024,0.05801005
1024,0.05336782
1024,0.03958578
1024,0.028614016
1024,0.020753354
1024,0.01530797
1024,0.012868344
1024,0.011259807
1024,0.0060789175
1024,0.023491498
1024,0.093625374
1024,0.13769895
1024,0.09431898
1024,0.046784412
1024,0.034561478
1024,0.030696977
1024,0.028962126
1024,0.03634116
1024,0.04553018
1024,0.04116845
1024,0.031372707
1024,0.025405409
1024,0.019651748
1024,0.013412703
1024,0.009814379
1024,0.007656035
1024,0.0063640513
1024,0.0071345014
1024,0.025732195
1024,0.07779274
1024,0.10871488
1024,0.07889531
1024,0.039885823
1024,0.024824621
1024,0.021117905
1024,0.0208823
1024,0.028886793
1024,0.037609838
1024,0.037494753
1024,0.031376816
1024,0.024124023
1024,0.020451
1024,0.016193295
1024,0.012255401
1024,0.008755641
1024,0.00893554
1024,0.0385815
1024,0.085631356
1024,0.091488004
1024,0.059808265
1024,0.03143037
1024,0.021676194
1024,0.022047024
1024,0.02990704
1024,0.043512397
1024,0.04877128
1024,0.041749243
1024,0.034423694
1024,0.026681846
1024,0.0164695
1024,0.012245052
1024,0.008086482
1024,0.009100539
1024,0.049907982
1024,0.108417906
1024,0.109752566
1024,0.07040856
1024,0.039976068
1024,0.025080852
1024,0.01851116
1024,0.01834859
1024,0.02359105
1024,0.028737063
1024,0.034249723
1024,0.04552306
1024,0.044462223
1024,0.029933566
1024,0.020970881
1024,0.017442124
1024,0.013862106
1024,0.009868571
1024,0.008196461
1024,0.026760591
1024,0.061144102
1024,0.070378475
1024,0.05057437
1024,0.033390105
1024,0.023771657
1024,0.016594497
1024,0.017818462
1024,0.026008127
1024,0.031231327
1024,0.033604484
1024,0.03216978
1024,0.02754283
1024,0.020646807
1024,0.01333572
1024,0.010026939
1024,0.008027161
1024,0.0065029273
1024,0.008886213
1024,0.022574954
1024,0.039898068
1024,0.038826395
1024,0.02376782
1024,0.012418509
1024,0.00903939
1024,0.009105214
1024,0.010039336
1024,0.015177064
1024,0.024786051
1024,0.0275347
1024,0.020627841
1024,0.013319676
1024,0.008770462
1024,0.007559926
1024,0.022725172
1024,0.057614315
1024,0.080342606
1024,0.06667957
1024,0.042171344
1024,0.029231152
1024,0.021578984
1024,0.015535956
1024,0.011825009
1024,0.010520058
1024,0.012725227
1024,0.014804967
1024,0.014705309
1024,0.018390035
1024,0.023357315
1024,0.019877225
1024,0.013107304
1024,0.011184944
1024,0.00732136
1024,0.004270717
1024,0.032233473
1024,0.08160366
1024,0.091075554
1024,0.06584494
1024,0.045567125
