BeanCount,rms_db,shake_rate_bpm
1,-48.540764,276.23248
1,-45.068684,276.23248
1,-40.59605,276.23248
1,-38.573055,276.23248
1,-37.385483,276.23248
1,-22.634441,276.23248
1,-21.020195,276.23248
1,-20.84803,276.23248
1,-23.671509,276.23248
1,-31.441456,276.23248
1,-35.39289,276.23248
1,-37.77843,276.23248
1,-38.437454,276.23248
1,-39.144585,276.23248
1,-40.34169,276.23248
1,-37.591812,276.23248
1,-37.184998,276.23248
1,-24.02946,276.23248
1,-21.164055,276.23248
1,-20.924145,276.23248
1,-21.953213,276.23248
1,-19.277225,276.23248
1,-18.861752,276.23248
1,-18.254398,276.23248
1,-19.267845,276.23248
1,-19.353893,276.23248
1,-18.327763,276.23248
1,-20.367477,276.23248
1,-20.99731,276.23248
1,-18.406315,276.23248
1,-18.432518,276.23248
1,-18.456852,276.23248
1,-23.243454,276.23248
1,-28.638683,276.23248
1,-31.431381,276.23248
1,-31.457268,276.23248
1,-19.947166,276.23248
1,-12.401159,276.23248
1,-12.123428,276.23248
1,-12.764776,276.23248
1,-21.314072,276.23248
1,-25.120895,276.23248
1,-14.1106415,276.23248
1,-7.927187,276.23248
1,-7.4446793,276.23248
1,-6.455166,276.23248
1,-10.028088,274.0279
1,-10.892796,271.74866
1,-13.095482,269.50705
1,-19.29181,267.30212
1,-22.278572,265.13297
1,-24.639977,262.99872
1,-26.551712,260.8986
1,-28.348843,258.83173
1,-29.264557,256.79733
1,-30.355888,254.79468
1,-31.878284,252.82303
1,-9.870283,250.88165
1,-7.798918,248.96986
1,-7.2990875,247.08698
1,-8.436796,245.23238
1,-11.681377,243.4054
1,-10.937927,244.34128
1,-11.452095,246.72311
1,-11.174583,249.15186
1,-14.828316,251.62888
1,-14.589973,254.15565
1,-15.913216,256.7337
1,-16.938755,259.36456
1,-20.821346,262.0499
1,-24.18151,264.79144
1,-25.946651,267.59094
1,-27.229671,270.4503
1,-28.842968,273.3714
1,-29.145626,276.3563
1,-17.639101,279.40707
1,-7.606621,282.52597
1,-7.0588264,285.7153
1,-6.7642574,288.97745
1,-12.242802,292.31494
1,-8.411163,293.507
1,-7.9960423,280.11487
1,-7.98958,267.89154
1,-11.858006,256.69037
1,-15.14698,246.3883
1,-18.481033,236.88126
1,-22.065403,228.08063
1,-24.738052,219.9105
1,-26.951542,212.30547
1,-28.120438,205.20883
1,-29.604317,198.57129
1,-25.106236,192.34969
1,-20.073383,186.5061
1,-16.948584,181.00711
1,-14.800501,175.8231
1,-15.560274,170.92775
1,-16.930233,172.40378
1,-21.179771,174.72583
1,-24.440311,177.1113
1,-26.103775,179.56279
1,-26.392433,182.0831
1,-26.480785,184.67519
1,-26.726402,187.34212
1,-28.191296,190.08723
1,-26.718678,192.91396
1,-27.14618,195.82603
1,-27.488625,198.8274
1,-30.65889,201.92216
1,-27.003471,205.11482
1,-25.91415,208.41003
1,-25.219368,211.81285
1,-26.102425,215.32866
1,-24.600594,218.96313
1,-24.203575,222.72243
1,-23.015,226.61302
1,-22.403427,230.64197
1,-22.323662,234.8168
1,-22.237103,239.14552
1,-24.393925,243.63684
1,-22.111893,248.30011
1,-19.10717,253.14536
1,-16.975945,258.18344
1,-16.467815,258.78384
1,-17.482502,254.48059
1,-19.98513,250.3181
1,-23.60979,246.28958
1,-27.686714,242.38869
1,-30.855896,238.60944
1,-33.427982,234.94623
1,-35.14443,231.39378
1,-36.128002,227.94717
1,-37.37314,224.60173
1,-24.435707,221.35307
1,-16.369549,218.19704
1,-13.076725,215.12975
1,-13.009932,212.14749
1,-12.927771,209.2468
1,-11.576473,206.42435
1,-10.680935,203.67703
1,-10.262487,202.16628
1,-13.332396,204.62392
1,-13.842125,207.14206
1,-14.778481,209.72298
1,-15.326801,212.36899
1,-17.322943,215.08266
1,-17.552464,217.86655
1,-17.406368,220.72343
1,-18.518654,223.65628
1,-23.612705,226.66809
1,-27.104927,229.76213
1,-28.499748,232.9418
1,-30.470268,236.21071
1,-16.361406,239.5727
1,-13.594217,243.03174
1,-13.4293,246.59215
1,-13.377905,250.25842
1,-24.429226,254.03535
1,-27.775665,257.92804
1,-9.745615,261.9419
1,-6.4864006,266.08264
1,-6.1170425,270.35638
1,-6.7283745,274.76968
1,-11.657337,272.09308
1,-11.945637,268.78088
1,-12.159636,265.5484
1,-13.316273,262.3927
1,-18.765583,259.31116
1,-23.156662,256.30115
1,-25.911861,253.36018
1,-27.164848,250.48598
1,-28.475937,247.67624
1,-29.802631,244.92883
1,-14.984472,242.24173
1,-5.590784,239.61293
1,-4.6514893,237.04057
1,-4.2806473,234.52286
1,-4.180439,232.05809
1,-2.7947025,229.64456
1,-2.458891,229.32764
1,-4.0514717,230.66652
1,-5.854286,232.02113
1,-7.9385147,233.39175
1,-9.177229,234.77866
1,-17.032745,236.18214
1,-20.230461,237.60251
1,-22.56604,239.04007
1,-24.275356,240.49512
1,-26.629059,241.968
1,-27.651558,243.45903
1,-28.915535,244.96857
1,-29.486752,246.49692
1,-30.587269,248.04446
1,-30.95734,249.61157
1,-6.9806194,251.1986
1,-4.529957,252.80594
1,-4.0992966,254.43398
1,-2.8546677,256.08313
1,-4.3664093,257.75378
1,-4.149559,257.62894
1,-6.404377,257.23584
1,-8.575857,256.84393
1,-10.328705,256.45322
1,-14.743507,256.0637
1,-16.608294,255.67535
1,-17.68159,255.28816
1,-20.634369,254.90218
1,-23.357574,254.51733
1,-24.960457,254.13367
1,-9.516275,253.75113
1,-9.032211,253.36977
1,-8.899006,252.98955
1,-9.156704,252.61046
1,-6.0910244,252.23251
1,-5.5520363,251.85568
1,-5.6189766,251.47998
1,-5.0002403,251.99396
1,-5.265251,253.71944
1,-5.4599037,255.46872
1,-9.373589,257.24228
1,-10.773193,259.04065
1,-11.32217,260.86432
1,-18.991592,262.71384
1,-22.591797,264.5898
1,-24.803276,266.49274
1,-27.268902,268.42325
1,-28.779316,270.38193
1,-29.18119,272.36942
1,-29.158405,274.38632
1,-5.14736,276.43335
1,-4.217352,278.5111
1,-3.9372177,280.62036
1,-9.03776,282.7618
1,-12.802078,284.9362
1,-9.211254,277.0996
1,-8.033936,261.37552
1,-7.093437,247.34013
1,-8.541191,234.73529
1,-9.651321,223.35287
1,-11.830349,213.02325
1,-13.815842,203.60687
1,-20.968185,194.98772
1,-24.022038,187.06866
1,-26.081272,179.76775
1,-28.654984,173.0153
1,-30.200058,166.75177
1,-9.035461,160.92589
1,-7.4401207,155.49336
1,-7.046726,150.41562
1,-8.743137,145.65904
1,-13.715466,146.76468
1,-16.057636,149.53662
1,-16.306503,152.41528
1,-17.498077,155.40695
1,-18.766075,158.51842
1,-9.940784,161.757
1,-9.04216,165.1307
1,-8.810421,168.64812
1,-10.109814,172.31865
1,-12.989254,176.1525
1,-13.45603,180.16083
1,-19.331429,184.35582
1,-21.991985,188.75084
1,-24.09188,193.36052
1,-26.597103,198.201
1,-13.672659,203.29005
1,-12.129829,208.64732
1,-11.741573,214.29459
1,-12.917301,220.25606
1,-11.104868,226.5587
1,-7.535448,233.23268
1,-7.208187,240.31178
1,-7.3012524,247.83408
1,-14.053047,255.84253
1,-16.06432,264.38583
1,-18.810009,273.5194
1,-21.562782,283.3066
1,-10.546219,293.82025
1,-8.233555,305.1443
1,-6.8709297,317.3762
1,-4.928591,330.6297
1,-6.327175,299.78
1,-6.4406395,259.32245
1,-13.890217,228.48645
1,-16.439884,204.20454
1,-17.715832,184.58788
1,-21.561897,168.40977
1,-24.81377,154.839
1,-27.146374,143.29225
1,-29.007103,133.34811
1,-9.10191,124.694626
1,-5.9265213,117.09581
1,-5.605627,110.36992
1,-6.152918,104.37473
1,-10.001976,100.639885
1,-10.369854,102.06824
